Country / territory of asylum/residence,Origin,Year,Value,coor_from,coor_to
Sweden,Iran,1986,508,"(53.688046, 32.427908)","(18.643501, 60.128161)"
Sweden,Various/unknown,1986,31,,"(18.643501, 60.128161)"
Sweden,Vietnam,1986,171,"(108.277199, 14.058324)","(18.643501, 60.128161)"
United Kingdom,Various/unknown,1986,833,,"(-3.435973, 55.378051)"
United States,Afghanistan,1986,2535,"(67.709953, 33.93911)","(-95.712891, 37.09024)"
United States,Albania,1986,84,"(20.168331, 41.153332)","(-95.712891, 37.09024)"
United States,Angola,1986,3,"(17.873887, -11.202692)","(-95.712891, 37.09024)"
United States,Bulgaria,1986,173,"(25.48583, 42.733883)","(-95.712891, 37.09024)"
United States,Cambodia,1986,9789,"(104.990963, 12.565679)","(-95.712891, 37.09024)"
United States,Cuba,1986,173,"(-77.781167, 21.521757)","(-95.712891, 37.09024)"
United States,Czech Republic,1986,1589,"(15.472962, 49.817492)","(-95.712891, 37.09024)"
United States,Congo [DRC],1986,4,"(21.758664, -4.038333)","(-95.712891, 37.09024)"
United States,Ethiopia,1986,1268,"(40.489673, 9.145)","(-95.712891, 37.09024)"
United States,Hungary,1986,754,"(19.503304, 47.162494)","(-95.712891, 37.09024)"
United States,Iran,1986,3148,"(53.688046, 32.427908)","(-95.712891, 37.09024)"
United States,Iraq,1986,307,"(43.679291, 33.223191)","(-95.712891, 37.09024)"
United States,Laos,1986,12869,"(102.495496, 19.85627)","(-95.712891, 37.09024)"
United States,Mozambique,1986,1,"(35.529562, -18.665695)","(-95.712891, 37.09024)"
United States,Namibia,1986,5,"(18.49041, -22.95764)","(-95.712891, 37.09024)"
United States,Poland,1986,3735,"(19.145136, 51.919438)","(-95.712891, 37.09024)"
United States,Romania,1986,2373,"(24.96676, 45.943161)","(-95.712891, 37.09024)"
United States,Russia,1986,787,"(105.318756, 61.52401)","(-95.712891, 37.09024)"
United States,Serbia,1986,4,"(21.005859, 44.016521)","(-95.712891, 37.09024)"
United States,South Africa,1986,12,"(22.937506, -30.559482)","(-95.712891, 37.09024)"
United States,Syria,1986,5,"(38.996815, 34.802075)","(-95.712891, 37.09024)"
United States,Uganda,1986,12,"(32.290275, 1.373333)","(-95.712891, 37.09024)"
United States,Various/unknown,1986,14,,"(-95.712891, 37.09024)"
United States,Vietnam,1986,22796,"(108.277199, 14.058324)","(-95.712891, 37.09024)"
Australia,Various/unknown,1987,11101,,"(133.775136, -25.274398)"
Canada,Czech Republic,1987,760,"(15.472962, 49.817492)","(-106.346771, 56.130366)"
Canada,Iran,1987,738,"(53.688046, 32.427908)","(-106.346771, 56.130366)"
Canada,Laos,1987,440,"(102.495496, 19.85627)","(-106.346771, 56.130366)"
Canada,Russia,1987,104,"(105.318756, 61.52401)","(-106.346771, 56.130366)"
Canada,Serbia,1987,5,"(21.005859, 44.016521)","(-106.346771, 56.130366)"
Canada,Various/unknown,1987,811,,"(-106.346771, 56.130366)"
Canada,Vietnam,1987,4065,"(108.277199, 14.058324)","(-106.346771, 56.130366)"
Denmark,Iran,1987,78,"(53.688046, 32.427908)","(9.501785, 56.26392)"
Denmark,Palestinian Territories,1987,1,"(35.233154, 31.952162)","(9.501785, 56.26392)"
Denmark,Various/unknown,1987,15,,"(9.501785, 56.26392)"
Denmark,Vietnam,1987,190,"(108.277199, 14.058324)","(9.501785, 56.26392)"
Finland,Various/unknown,1987,294,,"(25.748151, 61.92411)"
Japan,Various/unknown,1987,291,,"(138.252924, 36.204824)"
Netherlands,Various/unknown,1987,561,,"(5.291266, 52.132633)"
New Zealand,Laos,1987,174,"(102.495496, 19.85627)","(174.885971, -40.900557)"
New Zealand,Vietnam,1987,164,"(108.277199, 14.058324)","(174.885971, -40.900557)"
Norway,Various/unknown,1987,803,,"(8.468946, 60.472024)"
Sweden,Iran,1987,761,"(53.688046, 32.427908)","(18.643501, 60.128161)"
Sweden,Stateless,1987,3,,"(18.643501, 60.128161)"
Sweden,Various/unknown,1987,15,,"(18.643501, 60.128161)"
Sweden,Vietnam,1987,232,"(108.277199, 14.058324)","(18.643501, 60.128161)"
United Kingdom,Various/unknown,1987,435,,"(-3.435973, 55.378051)"
United States,Afghanistan,1987,3220,"(67.709953, 33.93911)","(-95.712891, 37.09024)"
United States,Albania,1987,48,"(20.168331, 41.153332)","(-95.712891, 37.09024)"
United States,Angola,1987,40,"(17.873887, -11.202692)","(-95.712891, 37.09024)"
United States,Bulgaria,1987,114,"(25.48583, 42.733883)","(-95.712891, 37.09024)"
United States,Cambodia,1987,1539,"(104.990963, 12.565679)","(-95.712891, 37.09024)"
United States,Cuba,1987,273,"(-77.781167, 21.521757)","(-95.712891, 37.09024)"
United States,Czech Republic,1987,1072,"(15.472962, 49.817492)","(-95.712891, 37.09024)"
United States,Congo [DRC],1987,7,"(21.758664, -4.038333)","(-95.712891, 37.09024)"
United States,El Salvador,1987,6,"(-88.89653, 13.794185)","(-95.712891, 37.09024)"
United States,Ethiopia,1987,1831,"(40.489673, 9.145)","(-95.712891, 37.09024)"
United States,Hungary,1987,669,"(19.503304, 47.162494)","(-95.712891, 37.09024)"
United States,Iran,1987,6681,"(53.688046, 32.427908)","(-95.712891, 37.09024)"
United States,Iraq,1987,202,"(43.679291, 33.223191)","(-95.712891, 37.09024)"
United States,Laos,1987,15564,"(102.495496, 19.85627)","(-95.712891, 37.09024)"
United States,Libya,1987,2,"(17.228331, 26.3351)","(-95.712891, 37.09024)"
United States,Mozambique,1987,7,"(35.529562, -18.665695)","(-95.712891, 37.09024)"
United States,Namibia,1987,3,"(18.49041, -22.95764)","(-95.712891, 37.09024)"
United States,Nicaragua,1987,36,"(-85.207229, 12.865416)","(-95.712891, 37.09024)"
United States,Poland,1987,3626,"(19.145136, 51.919438)","(-95.712891, 37.09024)"
United States,Romania,1987,3075,"(24.96676, 45.943161)","(-95.712891, 37.09024)"
United States,Russia,1987,3694,"(105.318756, 61.52401)","(-95.712891, 37.09024)"
United States,Rwanda,1987,1,"(29.873888, -1.940278)","(-95.712891, 37.09024)"
United States,Serbia,1987,2,"(21.005859, 44.016521)","(-95.712891, 37.09024)"
United States,Somalia,1987,1,"(46.199616, 5.152149)","(-95.712891, 37.09024)"
United States,South Africa,1987,70,"(22.937506, -30.559482)","(-95.712891, 37.09024)"
United States,Uganda,1987,24,"(32.290275, 1.373333)","(-95.712891, 37.09024)"
United States,Various/unknown,1987,12,,"(-95.712891, 37.09024)"
United States,Vietnam,1987,23009,"(108.277199, 14.058324)","(-95.712891, 37.09024)"
Australia,Various/unknown,1988,11076,,"(133.775136, -25.274398)"
Canada,Czech Republic,1988,724,"(15.472962, 49.817492)","(-106.346771, 56.130366)"
Canada,Iran,1988,1911,"(53.688046, 32.427908)","(-106.346771, 56.130366)"
Canada,Laos,1988,831,"(102.495496, 19.85627)","(-106.346771, 56.130366)"
Canada,Russia,1988,351,"(105.318756, 61.52401)","(-106.346771, 56.130366)"
Canada,Serbia,1988,5,"(21.005859, 44.016521)","(-106.346771, 56.130366)"
Canada,Various/unknown,1988,1021,,"(-106.346771, 56.130366)"
Canada,Vietnam,1988,4751,"(108.277199, 14.058324)","(-106.346771, 56.130366)"
Denmark,Various/unknown,1988,537,,"(9.501785, 56.26392)"
Finland,Various/unknown,1988,400,,"(25.748151, 61.92411)"
Japan,Various/unknown,1988,193,,"(138.252924, 36.204824)"
Netherlands,Various/unknown,1988,700,,"(5.291266, 52.132633)"
New Zealand,Laos,1988,155,"(102.495496, 19.85627)","(174.885971, -40.900557)"
New Zealand,Vietnam,1988,157,"(108.277199, 14.058324)","(174.885971, -40.900557)"
Norway,Various/unknown,1988,774,,"(8.468946, 60.472024)"
Sweden,Czech Republic,1988,1,"(15.472962, 49.817492)","(18.643501, 60.128161)"
Sweden,Iran,1988,753,"(53.688046, 32.427908)","(18.643501, 60.128161)"
Sweden,Stateless,1988,1,,"(18.643501, 60.128161)"
Sweden,Syria,1988,3,"(38.996815, 34.802075)","(18.643501, 60.128161)"
Sweden,Vietnam,1988,94,"(108.277199, 14.058324)","(18.643501, 60.128161)"
United Kingdom,Various/unknown,1988,715,,"(-3.435973, 55.378051)"
United States,Afghanistan,1988,2211,"(67.709953, 33.93911)","(-95.712891, 37.09024)"
United States,Albania,1988,72,"(20.168331, 41.153332)","(-95.712891, 37.09024)"
United States,Angola,1988,13,"(17.873887, -11.202692)","(-95.712891, 37.09024)"
United States,Bulgaria,1988,140,"(25.48583, 42.733883)","(-95.712891, 37.09024)"
United States,Burundi,1988,1,"(29.918886, -3.373056)","(-95.712891, 37.09024)"
United States,Cambodia,1988,2805,"(104.990963, 12.565679)","(-95.712891, 37.09024)"
United States,Cuba,1988,3006,"(-77.781167, 21.521757)","(-95.712891, 37.09024)"
United States,Czech Republic,1988,672,"(15.472962, 49.817492)","(-95.712891, 37.09024)"
United States,Congo [DRC],1988,10,"(21.758664, -4.038333)","(-95.712891, 37.09024)"
United States,El Salvador,1988,15,"(-88.89653, 13.794185)","(-95.712891, 37.09024)"
United States,Ethiopia,1988,1456,"(40.489673, 9.145)","(-95.712891, 37.09024)"
United States,Hungary,1988,784,"(19.503304, 47.162494)","(-95.712891, 37.09024)"
United States,Iran,1988,6167,"(53.688046, 32.427908)","(-95.712891, 37.09024)"
United States,Iraq,1988,37,"(43.679291, 33.223191)","(-95.712891, 37.09024)"
United States,Laos,1988,14556,"(102.495496, 19.85627)","(-95.712891, 37.09024)"
United States,Mozambique,1988,13,"(35.529562, -18.665695)","(-95.712891, 37.09024)"
United States,Namibia,1988,3,"(18.49041, -22.95764)","(-95.712891, 37.09024)"
United States,Nicaragua,1988,209,"(-85.207229, 12.865416)","(-95.712891, 37.09024)"
United States,Poland,1988,3345,"(19.145136, 51.919438)","(-95.712891, 37.09024)"
United States,Romania,1988,2801,"(24.96676, 45.943161)","(-95.712891, 37.09024)"
United States,Russia,1988,20421,"(105.318756, 61.52401)","(-95.712891, 37.09024)"
United States,Serbia,1988,4,"(21.005859, 44.016521)","(-95.712891, 37.09024)"
United States,Somalia,1988,4,"(46.199616, 5.152149)","(-95.712891, 37.09024)"
United States,South Africa,1988,42,"(22.937506, -30.559482)","(-95.712891, 37.09024)"
United States,Uganda,1988,31,"(32.290275, 1.373333)","(-95.712891, 37.09024)"
United States,Various/unknown,1988,15,,"(-95.712891, 37.09024)"
United States,Vietnam,1988,17654,"(108.277199, 14.058324)","(-95.712891, 37.09024)"
Australia,Various/unknown,1989,10887,,"(133.775136, -25.274398)"
Belgium,Various/unknown,1989,251,,"(4.469936, 50.503887)"
Canada,Czech Republic,1989,835,"(15.472962, 49.817492)","(-106.346771, 56.130366)"
Canada,Iran,1989,1854,"(53.688046, 32.427908)","(-106.346771, 56.130366)"
Canada,Laos,1989,652,"(102.495496, 19.85627)","(-106.346771, 56.130366)"
Canada,Russia,1989,984,"(105.318756, 61.52401)","(-106.346771, 56.130366)"
Canada,Serbia,1989,10,"(21.005859, 44.016521)","(-106.346771, 56.130366)"
Canada,Various/unknown,1989,1221,,"(-106.346771, 56.130366)"
Canada,Vietnam,1989,6446,"(108.277199, 14.058324)","(-106.346771, 56.130366)"
Denmark,Various/unknown,1989,797,,"(9.501785, 56.26392)"
Finland,Various/unknown,1989,400,,"(25.748151, 61.92411)"
Japan,Various/unknown,1989,194,,"(138.252924, 36.204824)"
Netherlands,Iran,1989,260,"(53.688046, 32.427908)","(5.291266, 52.132633)"
Netherlands,Various/unknown,1989,5,,"(5.291266, 52.132633)"
Netherlands,Vietnam,1989,262,"(108.277199, 14.058324)","(5.291266, 52.132633)"
New Zealand,Czech Republic,1989,3,"(15.472962, 49.817492)","(174.885971, -40.900557)"
New Zealand,Iran,1989,1,"(53.688046, 32.427908)","(174.885971, -40.900557)"
New Zealand,Laos,1989,118,"(102.495496, 19.85627)","(174.885971, -40.900557)"
New Zealand,Vietnam,1989,200,"(108.277199, 14.058324)","(174.885971, -40.900557)"
Norway,Various/unknown,1989,1075,,"(8.468946, 60.472024)"
Sweden,Various/unknown,1989,1559,,"(18.643501, 60.128161)"
United Kingdom,Various/unknown,1989,723,,"(-3.435973, 55.378051)"
United States,Afghanistan,1989,1716,"(67.709953, 33.93911)","(-95.712891, 37.09024)"
United States,Albania,1989,47,"(20.168331, 41.153332)","(-95.712891, 37.09024)"
United States,Angola,1989,18,"(17.873887, -11.202692)","(-95.712891, 37.09024)"
United States,Bulgaria,1989,111,"(25.48583, 42.733883)","(-95.712891, 37.09024)"
United States,Cambodia,1989,1916,"(104.990963, 12.565679)","(-95.712891, 37.09024)"
United States,China,1989,5,"(104.195397, 35.86166)","(-95.712891, 37.09024)"
United States,Cuba,1989,3783,"(-77.781167, 21.521757)","(-95.712891, 37.09024)"
United States,Czech Republic,1989,925,"(15.472962, 49.817492)","(-95.712891, 37.09024)"
United States,Congo [DRC],1989,18,"(21.758664, -4.038333)","(-95.712891, 37.09024)"
United States,El Salvador,1989,11,"(-88.89653, 13.794185)","(-95.712891, 37.09024)"
United States,Ethiopia,1989,1767,"(40.489673, 9.145)","(-95.712891, 37.09024)"
United States,Hungary,1989,1075,"(19.503304, 47.162494)","(-95.712891, 37.09024)"
United States,Iran,1989,5185,"(53.688046, 32.427908)","(-95.712891, 37.09024)"
United States,Iraq,1989,114,"(43.679291, 33.223191)","(-95.712891, 37.09024)"
United States,Laos,1989,12432,"(102.495496, 19.85627)","(-95.712891, 37.09024)"
United States,Libya,1989,1,"(17.228331, 26.3351)","(-95.712891, 37.09024)"
United States,Mozambique,1989,4,"(35.529562, -18.665695)","(-95.712891, 37.09024)"
United States,Nicaragua,1989,323,"(-85.207229, 12.865416)","(-95.712891, 37.09024)"
United States,Poland,1989,3607,"(19.145136, 51.919438)","(-95.712891, 37.09024)"
United States,Romania,1989,3182,"(24.96676, 45.943161)","(-95.712891, 37.09024)"
United States,Russia,1989,39553,"(105.318756, 61.52401)","(-95.712891, 37.09024)"
United States,Serbia,1989,1,"(21.005859, 44.016521)","(-95.712891, 37.09024)"
United States,South Africa,1989,20,"(22.937506, -30.559482)","(-95.712891, 37.09024)"
United States,Sudan,1989,20,"(30.217636, 12.862807)","(-95.712891, 37.09024)"
United States,Syria,1989,1,"(38.996815, 34.802075)","(-95.712891, 37.09024)"
United States,Uganda,1989,40,"(32.290275, 1.373333)","(-95.712891, 37.09024)"
United States,Various/unknown,1989,36,,"(-95.712891, 37.09024)"
United States,Vietnam,1989,31327,"(108.277199, 14.058324)","(-95.712891, 37.09024)"
Australia,Various/unknown,1990,11948,,"(133.775136, -25.274398)"
Canada,Bolivia,1990,6,"(-63.588653, -16.290154)","(-106.346771, 56.130366)"
Canada,Central African Rep.,1990,1,,"(-106.346771, 56.130366)"
Canada,Hong Kong,1990,62,"(114.109497, 22.396428)","(-106.346771, 56.130366)"
Canada,Congo,1990,5,,"(-106.346771, 56.130366)"
Canada,Czech Republic,1990,1142,"(15.472962, 49.817492)","(-106.346771, 56.130366)"
Canada,North Korea,1990,1,"(127.510093, 40.339852)","(-106.346771, 56.130366)"
Canada,Congo [DRC],1990,41,"(21.758664, -4.038333)","(-106.346771, 56.130366)"
Canada,Iran,1990,1549,"(53.688046, 32.427908)","(-106.346771, 56.130366)"
Canada,Laos,1990,572,"(102.495496, 19.85627)","(-106.346771, 56.130366)"
Canada,Myanmar [Burma],1990,13,"(95.956223, 21.913965)","(-106.346771, 56.130366)"
Canada,Russia,1990,1190,"(105.318756, 61.52401)","(-106.346771, 56.130366)"
Canada,Serbia,1990,15,"(21.005859, 44.016521)","(-106.346771, 56.130366)"
Canada,Syria,1990,49,"(38.996815, 34.802075)","(-106.346771, 56.130366)"
Canada,United Kingdom,1990,50,"(-3.435973, 55.378051)","(-106.346771, 56.130366)"
Canada,Tanzania,1990,2,"(34.888822, -6.369028)","(-106.346771, 56.130366)"
Canada,United States,1990,127,"(-95.712891, 37.09024)","(-106.346771, 56.130366)"
Canada,Various/unknown,1990,278,,"(-106.346771, 56.130366)"
Canada,Venezuela,1990,1,"(-66.58973, 6.42375)","(-106.346771, 56.130366)"
Canada,Vietnam,1990,5393,"(108.277199, 14.058324)","(-106.346771, 56.130366)"
Denmark,Various/unknown,1990,747,,"(9.501785, 56.26392)"
Finland,Various/unknown,1990,639,,"(25.748151, 61.92411)"
Iceland,Various/unknown,1990,30,,"(-19.020835, 64.963051)"
Japan,Various/unknown,1990,321,,"(138.252924, 36.204824)"
Netherlands,Iran,1990,212,"(53.688046, 32.427908)","(5.291266, 52.132633)"
Netherlands,Various/unknown,1990,21,,"(5.291266, 52.132633)"
Netherlands,Vietnam,1990,426,"(108.277199, 14.058324)","(5.291266, 52.132633)"
New Zealand,Czech Republic,1990,16,"(15.472962, 49.817492)","(174.885971, -40.900557)"
New Zealand,Iran,1990,100,"(53.688046, 32.427908)","(174.885971, -40.900557)"
New Zealand,Laos,1990,105,"(102.495496, 19.85627)","(174.885971, -40.900557)"
New Zealand,Vietnam,1990,247,"(108.277199, 14.058324)","(174.885971, -40.900557)"
Norway,Various/unknown,1990,974,,"(8.468946, 60.472024)"
Sweden,Congo [DRC],1990,6,"(21.758664, -4.038333)","(18.643501, 60.128161)"
Sweden,Iran,1990,166,"(53.688046, 32.427908)","(18.643501, 60.128161)"
Sweden,Laos,1990,2,"(102.495496, 19.85627)","(18.643501, 60.128161)"
Sweden,United Kingdom,1990,1,"(-3.435973, 55.378051)","(18.643501, 60.128161)"
Sweden,Vietnam,1990,939,"(108.277199, 14.058324)","(18.643501, 60.128161)"
United Kingdom,Various/unknown,1990,650,,"(-3.435973, 55.378051)"
United States,Afghanistan,1990,1594,"(67.709953, 33.93911)","(-95.712891, 37.09024)"
United States,Albania,1990,98,"(20.168331, 41.153332)","(-95.712891, 37.09024)"
United States,Angola,1990,59,"(17.873887, -11.202692)","(-95.712891, 37.09024)"
United States,Argentina,1990,2,"(-63.616672, -38.416097)","(-95.712891, 37.09024)"
United States,Bulgaria,1990,332,"(25.48583, 42.733883)","(-95.712891, 37.09024)"
United States,Chad,1990,1,"(18.732207, 15.454166)","(-95.712891, 37.09024)"
United States,China,1990,52,"(104.195397, 35.86166)","(-95.712891, 37.09024)"
United States,Cuba,1990,4753,"(-77.781167, 21.521757)","(-95.712891, 37.09024)"
United States,Czech Republic,1990,345,"(15.472962, 49.817492)","(-95.712891, 37.09024)"
United States,Congo [DRC],1990,79,"(21.758664, -4.038333)","(-95.712891, 37.09024)"
United States,El Salvador,1990,22,"(-88.89653, 13.794185)","(-95.712891, 37.09024)"
United States,Ethiopia,1990,3229,"(40.489673, 9.145)","(-95.712891, 37.09024)"
United States,Hungary,1990,274,"(19.503304, 47.162494)","(-95.712891, 37.09024)"
United States,Iran,1990,3329,"(53.688046, 32.427908)","(-95.712891, 37.09024)"
United States,Iraq,1990,67,"(43.679291, 33.223191)","(-95.712891, 37.09024)"
United States,Laos,1990,8771,"(102.495496, 19.85627)","(-95.712891, 37.09024)"
United States,Libya,1990,1,"(17.228331, 26.3351)","(-95.712891, 37.09024)"
United States,Mozambique,1990,3,"(35.529562, -18.665695)","(-95.712891, 37.09024)"
United States,Myanmar [Burma],1990,3,"(95.956223, 21.913965)","(-95.712891, 37.09024)"
United States,Nicaragua,1990,532,"(-85.207229, 12.865416)","(-95.712891, 37.09024)"
United States,Poland,1990,1491,"(19.145136, 51.919438)","(-95.712891, 37.09024)"
United States,Romania,1990,3650,"(24.96676, 45.943161)","(-95.712891, 37.09024)"
United States,Russia,1990,50716,"(105.318756, 61.52401)","(-95.712891, 37.09024)"
United States,Serbia,1990,6,"(21.005859, 44.016521)","(-95.712891, 37.09024)"
United States,South Africa,1990,34,"(22.937506, -30.559482)","(-95.712891, 37.09024)"
United States,Sudan,1990,15,"(30.217636, 12.862807)","(-95.712891, 37.09024)"
United States,Uganda,1990,27,"(32.290275, 1.373333)","(-95.712891, 37.09024)"
United States,Vietnam,1990,42791,"(108.277199, 14.058324)","(-95.712891, 37.09024)"
Australia,Various/unknown,1991,7745,,"(133.775136, -25.274398)"
Canada,Bolivia,1991,7,"(-63.588653, -16.290154)","(-106.346771, 56.130366)"
Canada,Central African Rep.,1991,1,,"(-106.346771, 56.130366)"
Canada,Hong Kong,1991,106,"(114.109497, 22.396428)","(-106.346771, 56.130366)"
Canada,Congo,1991,3,,"(-106.346771, 56.130366)"
Canada,Czech Republic,1991,254,"(15.472962, 49.817492)","(-106.346771, 56.130366)"
Canada,Congo [DRC],1991,41,"(21.758664, -4.038333)","(-106.346771, 56.130366)"
Canada,Iran,1991,1083,"(53.688046, 32.427908)","(-106.346771, 56.130366)"
Canada,Laos,1991,969,"(102.495496, 19.85627)","(-106.346771, 56.130366)"
Canada,Myanmar [Burma],1991,9,"(95.956223, 21.913965)","(-106.346771, 56.130366)"
Canada,Russia,1991,640,"(105.318756, 61.52401)","(-106.346771, 56.130366)"
Canada,Sao Tome and Principe,1991,1,,"(-106.346771, 56.130366)"
Canada,Serbia,1991,11,"(21.005859, 44.016521)","(-106.346771, 56.130366)"
Canada,Syria,1991,16,"(38.996815, 34.802075)","(-106.346771, 56.130366)"
Canada,United Kingdom,1991,35,"(-3.435973, 55.378051)","(-106.346771, 56.130366)"
Canada,Tanzania,1991,7,"(34.888822, -6.369028)","(-106.346771, 56.130366)"
Canada,United States,1991,105,"(-95.712891, 37.09024)","(-106.346771, 56.130366)"
Canada,Various/unknown,1991,185,,"(-106.346771, 56.130366)"
Canada,Venezuela,1991,2,"(-66.58973, 6.42375)","(-106.346771, 56.130366)"
